Name,Protein name,Orientation,Length
Q6QAJ8,Transmembrane protein 220,i9-25o32-49i62-82o98-111i123-143o,160
Q6UWH6,Protein TEX261,o9-30i44-62o67-84i95-115o125-144i,196
Q8N816,Uncharacterized protein KRT10-AS1 (Transmembrane protein 99),i68-78o79-88i95-112o193-214i221-239o,258
A0PK11,Clarin-2,i11-30o99-121i136-157o187-209i,232
A5PLL7,Plasmanylethanolamine desaturase 1 (EC 1.14.19.77) (Transmembrane protein 189),i47-67o73-97i141-154o165-185i,270
A5X5Y0,5-hydroxytryptamine receptor 3E (5-HT3-E) (5-HT3E) (Serotonin receptor 3E),o247-272i279-297o308-329i434-454o,456
O00180,Potassium channel subfamily K member 1 (Inward rectifying potassium channel protein TWIK-1) (Potassium channel K2P1) (Potassium channel KCNO1),i23-44o133-153i185-205o247-264i,336
O00237,E3 ubiquitin-protein ligase RNF103 (EC 2.3.2.27) (KF-1) (hKF-1) (RING finger protein 103) (RING-type E3 ubiquitin transferase RNF103) (Zinc finger protein 103 homolog) (Zfp-103),i5-19o324-344i353-375o411-431i,685
O00322,Uroplakin-1a (UP1a) (Tetraspanin-21) (Tspan-21) (Uroplakin Ia) (UPIa) (UPKa),i15-42o64-84i92-115o231-251i,258
O00501,Claudin-5 (Transmembrane protein deleted in VCFS) (TMDVCF),i8-28o82-102i117-137o161-181i,218
O00591,Gamma-aminobutyric acid receptor subunit pi (GABA(A) receptor subunit pi),o243-266i271-292o305-327i417-438o,440
O00767,Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase),i73-93o98-118i218-237o242-263i,359
O14493,Claudin-4 (Clostridium perfringens enterotoxin receptor) (CPE-R) (CPE-receptor) (Williams-Beuren syndrome chromosomal region 8 protein),i10-30o82-102i117-137o161-181i,209
O14649,Potassium channel subfamily K member 3 (Acid-sensitive potassium channel protein TASK-1) (TWIK-related acid-sensitive K(+) channel 1) (Two pore potassium channel KT3.1) (Two pore K(+) channel KT3.1),i9-29o108-128i159-179o223-243i,394
O14684,Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein),o13-33i76-92o97-118i128-149o,152
O14764,Gamma-aminobutyric acid receptor subunit delta (GABA(A) receptor subunit delta),o249-271i275-297o309-331i430-449o,452
O14817,Tetraspanin-4 (Tspan-4) (Novel antigen 2) (NAG-2) (Transmembrane 4 superfamily member 7),i12-35o54-74i82-106o202-224i,238
O14828,Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3),i170-190o199-217i234-254o275-295i,347
O14880,"Glutathione S-transferase 3, mitochondrial (GST-3) (EC 2.5.1.-) (Glutathione peroxidase MGST3) (EC 1.11.1.-) (LTC4 synthase MGST3) (EC 4.4.1.20)",o9-29i56-80o85-105i115-134o,152
O14894,Transmembrane 4 L6 family member 5 (Tetraspan transmembrane protein L6H),i10-30o47-68i91-111o158-178i,197
O15121,Sphingolipid delta(4)-desaturase DES1 (EC 1.14.19.17) (Cell migration-inducing gene 15 protein) (Degenerative spermatocyte homolog 1) (Dihydroceramide desaturase-1) (Membrane lipid desaturase) (Retinol isomerase) (EC 5.2.1.-),i43-61o68-88i184-205o206-226i,323
O15126,Secretory carrier-associated membrane protein 1 (Secretory carrier membrane protein 1),i155-175o184-202i219-239o261-281i,338
O15127,Secretory carrier-associated membrane protein 2 (Secretory carrier membrane protein 2),i155-175o184-202i219-239o261-281i,329
O15243,Leptin receptor gene-related protein (Endospanin-1) (Leptin receptor overlapping transcript protein) (OB-R gene-related protein) (OB-RGRP),i7-27o34-52i69-89o100-120i,131
O15258,Protein RER1,i41-62o63-83i121-141o146-166i,196
O15551,Claudin-3 (Clostridium perfringens enterotoxin receptor 2) (CPE-R 2) (CPE-receptor 2) (Rat ventral prostate.1 protein homolog) (hRVP1),i9-29o81-101i116-136o160-180i,220
O75508,Claudin-11 (Oligodendrocyte-specific protein),i8-27o83-103i122-143o156-177i,207
O75712,Gap junction beta-3 protein (Connexin-31) (Cx31),i21-41o71-93i132-152o186-206i,270
O75841,Uroplakin-1b (UP1b) (Tetraspanin-20) (Tspan-20) (Uroplakin Ib) (UPIb),i13-37o57-81i89-110o230-253i,260
O75915,PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Cytoskeleton-related vitamin A-responsive protein) (Dermal papilla-derived protein 11) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (JM5) (Prenylated Rab acceptor protein 2) (Protein JWa) (Putative MAPK-activating protein PM27),i40-61o64-84i99-116o119-139i,188
O76090,Bestrophin-1 (TU15B) (Vitelliform macular dystrophy protein 2),i32-53o72-91i232-252o271-288i,585
O95069,Potassium channel subfamily K member 2 (Outward rectifying potassium channel protein TREK-1) (TREK-1 K(+) channel subunit) (Two pore domain potassium channel TREK-1) (Two pore potassium channel TPKC1),i62-80o172-192i224-245o288-308i,426
O95197,Reticulon-3 (Homolog of ASY protein) (HAP) (Neuroendocrine-specific protein-like 2) (NSP-like protein 2) (Neuroendocrine-specific protein-like II) (NSP-like protein II) (NSPLII),i856-877o878-893i954-975o976-994i,1032
O95214,Leptin receptor overlapping transcript-like 1 (Endospanin-2),i7-27o34-52i69-89o98-118i,131
O95264,5-hydroxytryptamine receptor 3B (5-HT3-B) (5-HT3B) (Serotonin receptor 3B),o239-264i271-288o300-318i419-438o,441
O95279,Potassium channel subfamily K member 5 (Acid-sensitive potassium channel protein TASK-2) (TWIK-related acid-sensitive K(+) channel 2),i6-26o113-133i164-184o226-242i,499
O95377,Gap junction beta-5 protein (Connexin-31.1) (Cx31.1),i20-40o71-93i132-149o185-206i,273
O95452,Gap junction beta-6 protein (Connexin-30) (Cx30),i23-43o74-93i132-156o190-210i,261
O95471,Claudin-7 (CLDN-7),i8-27o82-102i118-138o162-182i,211
O95484,Claudin-9,i10-30o82-102i117-137o161-181i,217
O95500,Claudin-14,i8-27o82-102i117-137o161-181i,239
O95562,Vesicle transport protein SFT2B (SFT2 domain-containing protein 2),i37-57o65-85i99-119o123-147i,160
O95563,Mitochondrial pyruvate carrier 2 (Brain protein 44),i39-49o50-60i70-90o94-115i,127
O95772,STARD3 N-terminal-like protein (MLN64 N-terminal domain homolog),i54-74o97-117i126-142o154-171i,234
O95807,Transmembrane protein 50A (Small membrane protein 1),i23-43o58-73i95-117o126-147i,157
O95832,Claudin-1 (Senescence-associated epithelial membrane protein),i8-28o82-102i118-138o162-182i,211
O95858,Tetraspanin-15 (Tspan-15) (Tetraspan NET-7) (Transmembrane 4 superfamily member 15),i24-47o63-83i94-115o232-254i,294
O95859,Tetraspanin-12 (Tspan-12) (Tetraspan NET-2) (Transmembrane 4 superfamily member 12),i13-35o63-81i90-115o222-245i,305
P02708,Acetylcholine receptor subunit alpha,o231-256i263-281o298-318i429-451o,457
P03915,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5),i121-132o140-150i180-189o213-222i,603
P07510,Acetylcholine receptor subunit gamma,o242-266i274-292o308-329i475-495o,517
P08034,Gap junction beta-1 protein (Connexin-32) (Cx32) (GAP junction 28 kDa liver protein),i21-41o71-91i136-156o189-210i,283
P08247,Synaptophysin (Major synaptic vesicle protein p38),i27-47o106-127i140-160o205-216i,313
P08962,CD63 antigen (Granulophysin) (Lysosomal-associated membrane protein 3) (LAMP-3) (Lysosome integral membrane protein 1) (Limp1) (Melanoma-associated antigen ME491) (OMA81H) (Ocular melanoma-associated antigen) (Tetraspanin-30) (Tspan-30) (CD antigen CD63),i13-33o52-74i84-106o203-225i,238
P10620,Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I),o13-33i75-95o102-122i131-149o,155
P11049,Leukocyte antigen CD37 (Tetraspanin-26) (Tspan-26) (CD antigen CD37),i14-38o56-78i86-109o242-265i,281
P11230,Acetylcholine receptor subunit beta,o245-270i277-295o305-332i470-490o,501
P11836,B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1) (Bp35) (Leukocyte surface antigen Leu-16) (Membrane-spanning 4-domains subfamily A member 1) (CD antigen CD20),i57-78o85-105i121-141o189-209i,297
P13498,Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox),i12-27o36-52i88-107o108-126i,195
P14867,Gamma-aminobutyric acid receptor subunit alpha-1 (GABA(A) receptor subunit alpha-1),o252-274i280-300o312-334i422-443o,456
P17302,Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein),i24-42o72-92i156-176o208-228i,382
P17787,Neuronal acetylcholine receptor subunit beta-2,o234-259i266-284o300-321i461-483o,502
P18505,Gamma-aminobutyric acid receptor subunit beta-1 (GABA(A) receptor subunit beta-1),o245-267i273-293o305-327i452-473o,474
P18507,Gamma-aminobutyric acid receptor subunit gamma-2 (GABA(A) receptor subunit gamma-2),o274-296i300-322o334-356i444-465o,467
P19075,Tetraspanin-8 (Tspan-8) (Transmembrane 4 superfamily member 3) (Tumor-associated antigen CO-029),i8-35o58-73i84-107o206-230i,237
P19397,Leukocyte surface antigen CD53 (Cell surface glycoprotein CD53) (Tetraspanin-25) (Tspan-25) (CD antigen CD53),i9-36o55-70i81-104o184-204i,219
P20292,Arachidonate 5-lipoxygenase-activating protein (FLAP) (MK-886-binding protein),o12-28i58-75o83-100i111-128o,161
P21145,Myelin and lymphocyte protein (T-lymphocyte maturation-associated protein),i22-42o54-75i89-109o127-147i,153
P21926,CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein) (MRP-1) (Tetraspanin-29) (Tspan-29) (p24) (CD antigen CD9),i10-37o59-77i88-111o195-217i,228
P23415,Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit),o251-272i276-298o310-332i426-446o,457
P23416,Glycine receptor subunit alpha-2,o257-278i285-304o316-338i421-441o,452
P23942,Peripherin-2 (Retinal degeneration slow protein) (Tetraspanin-22) (Tspan-22),i19-41o63-83i102-122o261-283i,346
P24046,Gamma-aminobutyric acid receptor subunit rho-1 (GABA(A) receptor subunit rho-1) (GABA(C) receptor),o282-305i309-331o343-365i458-477o,479
P27449,V-type proton ATPase 16 kDa proteolipid subunit c (V-ATPase 16 kDa proteolipid subunit c) (Vacuolar proton pump 16 kDa proteolipid subunit c),o13-33i56-76o93-114i127-152o,155
P27701,CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27) (Tspan-27) (CD antigen CD82),i12-35o54-76i84-108o228-250i,267
P28472,Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3),o245-267i273-293o305-327i451-472o,473
P28476,Gamma-aminobutyric acid receptor subunit rho-2 (GABA(A) receptor subunit rho-2) (GABA(C) receptor),o262-285i289-311o323-345i444-463o,465
P29033,Gap junction beta-2 protein (Connexin-26) (Cx26),i21-41o71-91i138-158o190-210i,226
P29973,"cGMP-gated cation channel alpha-1 (Cyclic nucleotide-gated cation channel 1) (Cyclic nucleotide-gated channel alpha-1) (CNG channel alpha-1) (CNG-1) (CNG1) (Cyclic nucleotide-gated channel, photoreceptor) (Rod photoreceptor cGMP-gated channel subunit alpha)",i163-181o195-213i299-317o371-389i,686
P30532,Neuronal acetylcholine receptor subunit alpha-5,o251-275i282-299o316-337i430-451o,468
P30926,Neuronal acetylcholine receptor subunit beta-4,o233-257i264-282o298-319i461-481o,498
P31644,Gamma-aminobutyric acid receptor subunit alpha-5 (GABA(A) receptor subunit alpha-5),o259-281i286-307o319-341i428-449o,462
P32297,Neuronal acetylcholine receptor subunit alpha-3,o241-266i273-291o307-328i478-498o,505
P33897,ATP-binding cassette sub-family D member 1 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy protein) (ALDP),i92-112o131-151i208-233o238-258i,745
P34903,Gamma-aminobutyric acid receptor subunit alpha-3 (GABA(A) receptor subunit alpha-3),o277-299i304-325o337-359i458-479o,492
P35212,Gap junction alpha-4 protein (Connexin-37) (Cx37),i22-42o72-92i156-176o208-229i,333
P36382,Gap junction alpha-5 protein (Connexin-40) (Cx40),i22-42o72-92i154-175o206-224i,358
P36383,Gap junction gamma-1 protein (Connexin-45) (Cx45) (Gap junction alpha-7 protein),i21-41o71-92i181-201o230-250i,396
P36544,Neuronal acetylcholine receptor subunit alpha-7,o231-255i262-280o296-317i470-490o,502
P41732,Tetraspanin-7 (Tspan-7) (Cell surface glycoprotein A15) (Membrane component chromosome X surface marker 1) (T-cell acute lymphoblastic leukemia-associated antigen 1) (TALLA-1) (Transmembrane 4 superfamily member 2) (CD antigen CD231),i18-40o60-80i90-112o213-235i,249
P43681,Neuronal acetylcholine receptor subunit alpha-4,o243-268i275-297o309-330i601-621o,627
P46098,5-hydroxytryptamine receptor 3A (5-HT3-A) (5-HT3A) (5-hydroxytryptamine receptor 3) (5-HT-3) (5-HT3R) (Serotonin receptor 3A) (Serotonin-gated ion channel receptor),o242-267i274-292o303-321i456-475o,478
P47869,Gamma-aminobutyric acid receptor subunit alpha-2 (GABA(A) receptor subunit alpha-2),o252-274i279-300o312-334i420-441o,451
P47870,Gamma-aminobutyric acid receptor subunit beta-2 (GABA(A) receptor subunit beta-2),o244-266i272-292o304-326i490-511o,512
P48165,Gap junction alpha-8 protein (Connexin-50) (Cx50) (Lens fiber protein MP70),i22-42o72-92i155-175o204-224i,433
P48167,Glycine receptor subunit beta (Glycine receptor 58 kDa subunit),o270-290i296-316o328-350i476-496o,497
P48169,Gamma-aminobutyric acid receptor subunit alpha-4 (GABA(A) receptor subunit alpha-4),o258-280i285-306o318-340i521-542o,554
P48230,Transmembrane 4 L6 family member 4 (Intestine and liver tetraspan membrane protein) (IL-TMP),i10-30o46-66i90-112o159-179i,202
P48509,CD151 antigen (GP27) (Membrane glycoprotein SFA-1) (Platelet-endothelial tetraspan antigen 3) (PETA-3) (Tetraspanin-24) (Tspan-24) (CD antigen CD151),i18-43o59-78i89-113o222-242i,253
P51674,Neuronal membrane glycoprotein M6-a (M6a),i30-47o80-101i129-153o213-232i,278
P54849,Epithelial membrane protein 1 (EMP-1) (CL-20) (Protein B4B) (Tumor-associated membrane protein),i4-24o66-86i95-115o132-154i,157
P54851,Epithelial membrane protein 2 (EMP-2) (Protein XMP),i5-25o66-87i95-116o141-163i,167
P54852,Epithelial membrane protein 3 (EMP-3) (Hematopoietic neural membrane protein 1) (HNMP-1) (Protein YMP),i4-24o65-88i96-120o137-157i,163
P55344,Lens fiber membrane intrinsic protein (MP18) (MP19) (MP20),i6-25o66-86i99-119o140-160i,173
P55851,Dicarboxylate carrier SLC25A8 (Mitochondrial uncoupling protein 2) (UCP 2) (Solute carrier family 25 member 8) (UCPH),i187-197o215-235i269-279o280-290i,309
P56180,Putative tyrosine-protein phosphatase TPTE (EC 3.1.3.48) (Cancer/testis antigen 44) (CT44) (Transmembrane phosphatase with tensin homology) (Tumor antigen BJ-HCC-5),i94-115o127-147i158-178o196-206i,551
P56557,Transmembrane protein 50B (HCV p7-trans-regulated protein 3),i24-42o60-75i97-119o128-148i,158
P56746,Claudin-15,i4-24o74-100i116-138o161-183i,228
P56747,Claudin-6 (Skullin),i8-30o82-102i117-137o161-181i,220
P56748,Claudin-8,i6-26o82-102i118-139o164-186i,225
P56750,Claudin-17,i8-28o82-102i118-138o162-185i,224
P56856,Claudin-18,i8-27o81-101i119-139o172-194i,261
P57739,Claudin-2 (SP82),i8-27o82-102i117-137o161-181i,230
P57789,Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit),i71-90o182-202i234-255o299-319i,538
P58418,Clarin-1 (Usher syndrome type-3 protein),i8-29o99-121i135-155o189-209i,232
P60033,CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (Tetraspanin-28) (Tspan-28) (CD antigen CD81),i10-37o61-79i90-113o202-227i,236
P60201,Myelin proteolipid protein (PLP) (Lipophilin),i19-36o68-88i154-176o239-258i,277
P62079,Tetraspanin-5 (Tspan-5) (Tetraspan NET-4) (Transmembrane 4 superfamily member 9),i18-40o62-82i93-115o233-254i,268
P62955,Voltage-dependent calcium channel gamma-7 subunit (Neuronal voltage-gated calcium channel gamma-7 subunit) (Transmembrane AMPAR regulatory protein gamma-7) (TARP gamma-7),i9-30o101-121i129-153o177-197i,275
P78334,Gamma-aminobutyric acid receptor subunit epsilon (GABA(A) receptor subunit epsilon),o280-301i308-327o339-361i483-504o,506
P78369,Claudin-10 (Oligodendrocyte-specific protein-like) (OSP-like),i8-27o81-101i116-137o159-179i,228
P81408,Protein ENTREP3 (Endosomal transmembrane epsin interactor 3) (Protein COTE1),i33-59o67-87i93-115o173-194i,668
Q00765,Receptor expression-enhancing protein 5 (Polyposis locus protein 1) (Protein TB2),i37-52o57-70i90-110o118-127i,189
Q01362,High affinity immunoglobulin epsilon receptor subunit beta (FcERI) (Fc epsilon receptor I beta-chain) (IgE Fc receptor subunit beta) (Membrane-spanning 4-domains subfamily A member 2),i60-80o102-113i131-150o182-197i,244
Q01453,Peripheral myelin protein 22 (PMP-22) (Growth arrest-specific protein 3) (GAS-3),i5-25o67-87i96-116o134-156i,160
Q03395,Rod outer segment membrane protein 1 (ROSP1) (Tetraspanin-23) (Tspan-23),i20-44o61-83i103-125o264-286i,351
Q04844,Acetylcholine receptor subunit epsilon,o240-265i273-291o301-328i457-479o,493
Q04941,Proteolipid protein 2 (Differentiation-dependent protein A4) (Intestinal membrane A4 protein),i25-45o51-71i85-104o112-133i,152
Q05901,Neuronal acetylcholine receptor subunit beta-3,o234-258i265-282o300-320i429-450o,458
Q06432,"Voltage-dependent calcium channel gamma-1 subunit (Dihydropyridine-sensitive L-type, skeletal muscle calcium channel subunit gamma)",i11-29o109-129i135-155o180-204i,222
Q07001,Acetylcholine receptor subunit delta,o246-271i278-296o306-333i472-494o,517
Q13021,MAL-like protein (Protein BENE),i28-48o58-79i90-111o127-150i,153
Q13454,Tumor suppressor candidate 3 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3) (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33),o197-217i223-242o284-302i313-334o,348
Q13491,Neuronal membrane glycoprotein M6-b (M6b),i35-55o87-107i135-159o224-241i,265
Q14714,Sarcospan (K-ras oncogene-associated protein) (Kirsten-ras-associated protein),i54-77o86-107i123-144o193-214i,243
Q14849,StAR-related lipid transfer protein 3 (Metastatic lymph node gene 64 protein) (MLN 64) (Protein CAB1) (START domain-containing protein 3) (StARD3),i55-72o95-115i123-136o149-169i,445
Q15012,Lysosomal-associated transmembrane protein 4A (Golgi 4-transmembrane-spanning transporter MTP),i29-49o80-100i117-132o161-181i,233
Q15041,ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1) (Apoptotic regulator in the membrane of the endoplasmic reticulum),i42-62o67-87i136-153o162-171i,203
Q15822,Neuronal acetylcholine receptor subunit alpha-2,o265-290i297-315o331-352i503-523o,529
Q15825,Neuronal acetylcholine receptor subunit alpha-6,o240-265i272-290o306-327i466-488o,494
Q16280,Cyclic nucleotide-gated olfactory channel (Cyclic nucleotide-gated cation channel 2) (Cyclic nucleotide-gated channel alpha-2) (CNG channel alpha-2) (CNG-2) (CNG2),i142-162o174-192i278-296o351-368i,664
Q16281,Cyclic nucleotide-gated cation channel alpha-3 (Cone photoreceptor cGMP-gated channel subunit alpha) (Cyclic nucleotide-gated channel alpha-3) (CNG channel alpha-3) (CNG-3) (CNG3),i171-188o200-220i303-324o379-396i,694
Q16445,Gamma-aminobutyric acid receptor subunit alpha-6 (GABA(A) receptor subunit alpha-6),o242-264i269-290o302-324i420-441o,453
Q16563,Synaptophysin-like protein 1 (Pantophysin),i34-54o117-137i151-172o209-232i,259
Q16617,Protein NKG7 (G-CSF-induced gene 1 protein) (GIG-1 protein) (Granule membrane protein of 17 kDa) (GMP-17) (Natural killer cell protein 7) (p15-TIA-1),i7-25o60-78i92-111o131-153i,165
Q16625,Occludin,i67-87o140-160i173-194o244-265i,522
Q16799,Reticulon-1 (Neuroendocrine-specific protein),i598-619o620-638i699-720o721-740i,776
Q16873,Leukotriene C4 synthase (LTC4 synthase) (EC 4.4.1.20) (Glutathione S-transferase LTC4) (EC 2.5.1.-) (Leukotriene-C(4) synthase) (Leukotriene-C4 synthase),o7-27i49-74o78-96i111-131o,150
Q2KHT4,Germ cell-specific gene 1 protein,i16-35o154-176i189-209o233-253i,349
Q2M2E3,Outer dense fiber protein 4 (Outer dense fiber of sperm tails protein 4) (Testis-specific protein oppo 1) (hOPPO1),i82-101o130-139i148-168o181-202i,257
Q2M3C6,Transmembrane protein 266 (hTMEM266) (HV1-related protein 1) (HsHVRP1),i103-123o137-160i172-190o200-209i,531
Q3T906,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein GNPTAB) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta],i18-38o716-725i1210-1220o1221-1230i,1256
Q3YBM2,Transmembrane protein 176B (Protein LR8),i65-85o98-111i126-147o208-223i,270
Q401N2,Zinc-activated ligand-gated ion channel (Ligand-gated ion channel zinc-activated 1) (Ligand-gated ion-channel receptor L2),o234-254i262-280o291-309i369-391o,412
Q53FP2,Novel acetylcholine receptor chaperone,i9-26o63-83i89-108o112-132i,167
Q53FV1,ORM1-like protein 2 (Adoplin-2),i21-41o47-64i101-116o122-139i,153
Q53R12,Transmembrane 4 L6 family member 20,i14-35o50-71i89-109o191-211i,229
Q5BJF2,Sigma intracellular receptor 2 (Sigma-2 receptor) (Sigma2 receptor) (Meningioma-associated protein 30) (Transmembrane protein 97),i10-30o68-89i98-120o141-162i,176
Q5BJH2,Transmembrane protein 128,i50-70o81-103i118-138o144-164i,165
Q5J8X5,Membrane-spanning 4-domains subfamily A member 13 (Testis-expressed transmembrane protein 4),i17o38-55i67-87o108-128i,152
Q5T442,Gap junction gamma-2 protein (Connexin-46.6) (Cx46.6) (Connexin-47) (Cx47) (Gap junction alpha-12 protein),i26-46o74-95i217-237o266-286i,439
Q5T4F4,Protrudin (Spastic paraplegia 33 protein) (Zinc finger FYVE domain-containing protein 27),i70-88o89-109i179-200o201-223i,411
Q5W0Z9,Palmitoyltransferase ZDHHC20 (EC 2.3.1.225) (Acyltransferase ZDHHC20) (EC 2.3.1.-) (DHHC domain-containing cysteine-rich protein 20) (DHHC20) (Zinc finger DHHC domain-containing protein 20),i13-35o50-74i170-191o208-229i,365
Q674R7,Autophagy-related protein 9B (APG9-like 2) (Nitric oxide synthase 3-overlapping antisense gene protein) (Protein sONE),i211-233o279-301i525-548o558-575i,924
Q69YG0,Transmembrane protein 42,i37-57o69-89i100-120o127-144i,159
Q6DN12,Multiple C2 and transmembrane domain-containing protein 2,i691-705o706-716i795-811o814-823i,878
Q6DN14,Multiple C2 and transmembrane domain-containing protein 1,i808-820o821-841i913-933o934-943i,999
Q6IC98,GRAM domain-containing protein 4 (Death-inducing protein),i229-247o248-257i338-352o356-372i,578
Q6NSJ5,Volume-regulated anion channel subunit LRRC8E (Leucine-rich repeat-containing protein 8E),i24-48o117-135i259-277o308-333i,796
Q6NUK1,Mitochondrial adenyl nucleotide antiporter SLC25A24 (Mitochondrial ATP-Mg/Pi carrier protein 1) (Mitochondrial Ca(2+)-dependent solute carrier protein 1) (Short calcium-binding mitochondrial carrier protein 1) (SCaMC-1) (Solute carrier family 25 member 24),i347-357o358-368i385-394o397-407i,477
Q6P1K1,Heme transporter HRG1 (Heme-responsive gene 1 protein homolog) (HRG-1) (hHRG-1) (Solute carrier family 48 member 1),i12-32o39-58i73-97o108-128i,146
Q6P9F7,Volume-regulated anion channel subunit LRRC8B (Leucine-rich repeat-containing protein 8B) (T-cell activation leucine repeat-rich protein) (TA-LRRP),i24-48o120-138i262-280o311-336i,803
Q6QHC5,Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2 (EC 1.14.18.5) (EC 1.14.19.17) (Degenerative spermatocyte homolog 2) (Sphingolipid 4-desaturase) (Sphingolipid C4-monooxygenase),i43-61o66-88i185-205o206-226i,323
Q6RW13,Type-1 angiotensin II receptor-associated protein (AT1 receptor-associated protein),i10-28o29-46i54-74o87-107i,159
Q6UW68,Transmembrane protein 205,o13-37i53-73o86-106i163-183o,189
Q6UWP7,Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1),i48-59o60-69i344-364o369-383i,414
Q6UX40,Transmembrane protein 107,i7-27o53-71i81-102o111-131i,140
Q6UX98,Probable palmitoyltransferase ZDHHC24 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 24),i19-39o52-73i138-161o194-216i,284
Q6XPS3,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2 (EC 3.1.3.67) (Lipid phosphatase TPIP) (TPTE and PTEN homologous inositol lipid phosphatase)",i75-97o110-130i140-160o175-188i,522
Q6ZP80,Transmembrane protein 182,i7-27o115-138i148-170o199-222i,229
Q6ZUX7,LHFPL tetraspan subfamily member 2 protein (Lipoma HMGIC fusion partner-like 2 protein),i10-29o102-122i132-154o183-203i,228
Q6ZVE7,Vesicle transport protein GOT1A (Golgi transport 1 homolog A) (hGOT1b),i10-30o35-50i65-80o84-98i,132
Q70Z44,5-hydroxytryptamine receptor 3D (5-HT3-D) (5-HT3D) (Serotonin receptor 3D),o233-254i262-279o308-328i432-452o,454
Q7L1W4,Volume-regulated anion channel subunit LRRC8D (Leucine-rich repeat-containing protein 5) (Leucine-rich repeat-containing protein 8D) (HsLRRC8D),i24-48o164-182i309-330o361-386i,858
Q7L5A8,Fatty acid 2-hydroxylase (EC 1.14.18.-) (Fatty acid alpha-hydroxylase) (Fatty acid hydroxylase domain-containing protein 1),i167-188o213-233i271-291o296-314i,372
Q7Z3C6,Autophagy-related protein 9A (APG9-like 1) (mATG9),i62-84o129-154i372-397o407-424i,839
Q7Z418,Potassium channel subfamily K member 18 (TWIK-related individual potassium channel) (TWIK-related spinal cord potassium channel),i24-44o131-148i283-304o336-355i,384
Q7Z7N9,Transmembrane protein 179B,i9-29o65-85i98-121o165-185i,219
Q86SK9,Stearoyl-CoA desaturase 5 (EC 1.14.19.1) (Acyl-CoA-desaturase 4) (HSCD5) (Stearoyl-CoA 9-desaturase) (Stearoyl-CoA desaturase 2),i47-67o72-92i192-211o216-237i,330
Q86UF1,Tetraspanin-33 (Tspan-33) (Penumbra) (hPen) (Proerythroblast new membrane),i25-49o64-84i93-118o236-256i,283
Q86VI4,Lysosomal-associated transmembrane protein 4B (Lysosome-associated transmembrane protein 4-beta),i116-136o163-183i200-215o245-265i,317
Q86VR2,Reticulophagy regulator 3,i69-83o89-99i169-184o195-207i,466
